Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
70,48,2022-03-15,32-182,MIA,,DET,W (+7),1,18:04,2,9,.222,0,2,.000,4,4,1.000,1,1,2,3,0,1,0,0,8,6.3,+13
71,,2022-03-18,32-185,MIA,,OKC,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,49,2022-03-21,32-188,MIA,@,PHI,L (-7),1,34:48,8,15,.533,0,3,.000,11,11,1.000,1,4,5,6,1,0,1,1,27,25.4,0
73,50,2022-03-23,32-190,MIA,,GSW,L (-14),1,40:31,7,15,.467,2,2,1.000,4,5,.800,2,3,5,3,2,0,0,4,20,16.7,-11
74,51,2022-03-25,32-192,MIA,,NYK,L (-8),1,37:01,11,17,.647,1,2,.500,7,8,.875,3,4,7,7,1,1,4,1,30,27.6,-7
75,52,2022-03-26,32-193,MIA,,BRK,L (-15),1,25:00,2,9,.222,0,3,.000,3,4,.750,2,4,6,4,1,1,1,3,7,6.0,-26
76,53,2022-03-28,32-195,MIA,,SAC,W (+23),1,33:52,10,14,.714,3,5,.600,4,4,1.000,1,4,5,7,0,0,3,0,27,25.0,+4
77,54,2022-03-30,32-197,MIA,@,BOS,W (+8),1,36:48,9,17,.529,0,3,.000,6,8,.750,1,2,3,2,1,0,2,2,24,15.8,+11
78,55,2022-04-02,32-200,MIA,@,CHI,W (+18),1,35:03,7,12,.583,2,3,.667,6,7,.857,2,5,7,6,1,0,2,3,22,20.9,+17
79,,2022-04-03,32-201,MIA,@,TOR,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,56,2022-04-05,32-203,MIA,,CHO,W (+29),1,35:44,9,15,.600,2,4,.500,7,8,.875,0,5,5,8,2,0,3,1,27,25.4,+15
81,57,2022-04-08,32-206,MIA,,ATL,W (+4),1,37:16,5,10,.500,0,2,.000,10,12,.833,1,3,4,1,1,0,4,2,20,12.7,-3
82,,2022-04-10,32-208,MIA,@,ORL,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
